,Name,Price,Date,Rate,Singleplayer,Action,Multiplayer,Adventure,Strategy,Simulation,Indie,RPG,Atmospheric,Story Rich,Open World,Casual,2D,Sandbox,Fantasy,Online Co-Op,Exploration,3D,Funny,Survival,Shooter,Realistic,Anime,Sci-fi,FPS
752,MONOPOLY® PLUS,19.9,2017,0.52,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
753,Firestone: Online Idle RPG,136.5,2019,0.62,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
754,Sniper Ghost Warrior Contracts 2,110.2,2021,0.89,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
755,No More Heroes,27.5,2021,0.71,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
756,Sonic Lost World,336.8,2015,0.56,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
757,Songs of Conquest,28.5,2022,0.85,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
758,EverQuest II,0,2011,0.84,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
759,Visage,5.25,2020,0.77,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
760,The Bridge Curse Road to Salvation,4.25,2022,0.88,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
761,Automation - The Car Company Tycoon Game,20.75,2015,0.91,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
762,Pillars of Eternity,99,2015,0.93,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
763,theHunter Classic,0,2014,0.81,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1
764,Dungeons & Dragons Online®,0,2012,0.81,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
765,GUILTY GEAR Xrd REV 2,53.95,2016,0.97,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
766,Galaxy Life,0,2022,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
767,DC Universe™ Online,43.5,2011,0.82,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
768,Soulstice,34,2022,0.77,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
769,Bus Simulator 21,37.25,2021,0.68,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
770,Dragon Age: Origins - Ultimate Edition,34.9,2010,0.85,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
771,Witchy Life Story,18.5,2022,0.85,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Kingdoms Reborn,18.5,2022,0.88,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
773,Stronghold Crusader 2,28.5,2014,0.84,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
774,Wreckfest,92.25,2018,0.93,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
775,Jump King,5.25,2019,0.91,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
776,Hydroneer,10,2020,0.92,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0
777,Graveyard Keeper,43,2018,0.83,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
778,Call of the Wild: The Angler™,26,2022,0.64,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0
779,DEATHLOOP,42.87,2021,0.75,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
780,Poppy Playtime,10,2021,0.79,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
781,In Silence,10,2021,0.77,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
782,Isle of Arrows,13,2022,0.84,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
783,Dead Space™ 3,89.8,2013,0.72,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
784,RealFlight 9.5S,138.99,2021,0.88,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,Prime of Flames,13,2022,0.83,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
786,Night of the Dead,22,2020,0.77,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
787,Control Ultimate Edition,54.99,2020,0.85,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
788,Hellish Quart,16,2021,0.86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
789,Sun Haven,22,2021,0.92,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
790,X-Plane 11,3649,2017,0.9,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
791,Combat Mission Shock Force 2,29,2020,0.84,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
792,Team Sonic Racing™,336.8,2019,0.86,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
793,Toram Online,0,2021,0.66,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
794,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,34.9,2022,0.9,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
795,The Slormancer,6.5,2021,0.8,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
796,Knight Online,0,2016,0.6,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
797,Hardspace: Shipbreaker,9.9,2022,0.86,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
798,Fernbus Simulator,248.43,2016,0.86,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
799,Armored Warfare,1688.5,2015,0.72,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1
800,Automobilista 2,291,2020,0.82,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
801,Feed and Grow: Fish,15,2016,0.76,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
802,ROUNDS,6.5,2021,0.95,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
803,Kingdom Rush Vengeance - Tower Defense,18.5,2020,0.96,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
804,Men of War: Assault Squad 2,47.5,2014,0.9,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
805,Neon Abyss,18.64,2020,0.88,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
806,LoveChoice,6.45,2021,0.95,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
807,Moonscars,18.5,2022,0.78,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
808,Sword and Fairy 7,10,2021,0.7,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
809,South Park™: The Fractured But Whole™,88.9,2017,0.9,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
810,Food Truck Simulator,18.5,2022,0.66,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
811,Life is Strange - Episode 1,24.9,2015,0.94,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
812,The Jackbox Party Pack 3,5.5,2016,0.93,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
813,Strange Horticulture,14.5,2022,0.94,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
814,Planescape: Torment: Enhanced Edition,10.5,2017,0.92,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
815,Mini Motorways,10,2021,0.98,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
816,FINAL FANTASY V,27.9,2021,0.91,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
817,Need for Speed™ Payback,20.8,2017,0.86,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
818,Tom Clancy’s The Division™,118.9,2016,0.87,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1
819,Battle Chef Brigade Deluxe,10,2017,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
820,Dungeon Fighter Online,45.75,2016,0.45,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
821,Chrono Ark,18.5,2019,0.91,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
822,Door Kickers 2: Task Force North,22,2020,0.93,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,Kingdom Heroes 8,11.3,2021,0.65,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
824,Sonic & All-Stars Racing Transformed Collection,336.8,2013,0.95,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
825,Ultimate Admiral: Dreadnoughts,29,2021,0.84,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
826,Shadow Tactics: Aiko's Choice,4,2021,0.92,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
827,Plague Inc: Evolved,9.75,2016,0.93,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
828,Combat Mission Black Sea,10,2021,0.86,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
829,Red Solstice 2: Survivors,79,2021,0.9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
830,Library Of Ruina,37,2021,0.94,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
831,The DioField Chronicle,27.8,2022,0.45,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
832,Necesse,10,2019,0.9,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
833,Fable Anniversary,25.5,2014,0.89,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
834,FOREWARNED,13,2021,0.83,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
835,A Hat in Time,29,2017,0.97,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
836,West of Loathing,5.25,2017,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
837,The Operational Art of War IV,293,2017,0.78,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,Spacelines from the Far Out,7.5,2022,0.8,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
839,Arma Reforger,12.95,2022,0.38,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
840,EZ2ON REBOOT : R,98.98,2022,0.95,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
841,Ghostrunner,49.78,2020,0.91,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
842,Super Robot Wars 30,179.4,2021,0.84,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
843,WRC 10 FIA World Rally Championship,19,2021,0.73,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
844,The Gardens Between,10,2018,0.92,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
845,Stoneshard,10,2020,0.74,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
846,Heroes & Generals,1488.75,2016,0.66,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
847,RollerCoaster Tycoon® 3: Complete Edition,18.5,2020,0.89,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
848,Contractors,18.5,2018,0.83,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
849,Little Witch in the Woods,15,2022,0.93,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
850,Workers & Resources: Soviet Republic,13.25,2019,0.92,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
851,Town of Salem,9,2014,0.81,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
852,Bombergrounds: Reborn,0,2022,0.52,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
853,Northern Journey,12,2021,0.98,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
854,Ironsight,0,2019,0.7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
855,Resident Evil 4,25,2014,0.95,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
856,House Builder,31.5,2021,0.6,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
857,The Legend of Heroes: Kuro no Kiseki,237.2,2022,0.92,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
858,INSIDE,20,2016,0.97,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
859,Need for Speed™ Most Wanted,80.1,2012,0.74,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860,DRAGON QUEST BUILDERS™ 2,68.25,2019,0.89,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
861,HYPER DEMON,14.5,2022,0.95,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
862,"Hot Dogs, Horseshoes & Hand Grenades",20,2016,0.97,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
863,Wingspan,26.55,2020,0.93,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
864,Dungeon Defenders II,189.5,2017,0.76,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
865,Marvel's Avengers,24.9,2020,0.75,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
866,Dungeon Munchies,19.5,2022,0.98,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
867,Shadow Empire,34,2020,0.84,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
868,Marvel's Guardians of the Galaxy,18,2021,0.91,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
869,FINAL FANTASY X/X-2 HD Remaster,29,2016,0.86,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
870,Aerofly FS 4 Flight Simulator,34,2022,0.86,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
871,Settlement Survival,18.5,2021,0.85,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
872,Cartel Tycoon,35.25,2022,0.82,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
873,Fly Corp,11.99,2021,0.92,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
874,Skater XL - The Ultimate Skateboarding Game,10,2020,0.83,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
875,Tower Unite,5.25,2016,0.89,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
876,Dead Frontier 2,0,2019,0.76,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
877,Pathfinder: Kingmaker - Enhanced Plus Edition,28.75,2018,0.78,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,Minion Masters,243,2019,0.88,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
879,SD GUNDAM G GENERATION CROSS RAYS,84.8,2019,0.79,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
880,Infinity Kingdom,0,2021,0.68,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
881,Sentinels of the Multiverse,26,2014,0.93,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
882,A Way Out,34.9,2018,0.87,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
883,The Wild Eight,10,2019,0.46,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
884,911 Operator,8.5,2017,0.88,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
885,Brick Rigs,15,2016,0.96,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
886,Exo One,7.5,2021,0.86,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
887,Command & Conquer: Red Alert 3,24.9,2008,0.87,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
888,Animal Shelter,33.75,2022,0.83,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
889,The Jackbox Party Pack 5,5.25,2018,0.95,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
890,One Piece Burning Blood,89.8,2016,0.89,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
891,OlliOlli World,59.8,2022,0.94,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
892,Return of the Obra Dinn,5.25,2018,0.97,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
893,Tetris® Effect: Connected,15.25,2021,0.9,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
894,Cronous Online,0,2022,0.48,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
895,EMERGENCY 20,26,2017,0.93,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
896,The Witness,39,2016,0.81,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
897,Dishonored 2,81.3,2016,0.94,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
898,Monster Train,19.5,2020,0.97,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
899,Chronicon,13,2020,0.94,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
900,Chimeraland,0,2022,0.66,1,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
901,Outlast 2,26,2017,0.9,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
902,Jurassic World Evolution,116.26,2018,0.92,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
903,World of Warplanes,119.73,2018,0.76,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
904,Dragon's Dogma: Dark Arisen,27,2016,0.86,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
905,Will To Live Online,8.5,2018,0.6,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
906,Spelunky 2,7.5,2020,0.88,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
907,Dungeon of the ENDLESS™,2.5,2014,0.84,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
908,Blush Blush,0,2019,0.83,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
909,Banished,20,2014,0.89,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
910,FINAL FANTASY IV,27.9,2021,0.95,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
911,Horus Heresy: Legions,30.5,2019,0.69,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
912,Star Dynasties,8.5,2021,0.73,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
913,Catan Universe,0,2017,0.67,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
914,VR Kanojo / VRカノジョ,42,2018,0.6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
915,Roadwarden,11,2022,0.97,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
916,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,211.3,2014,0.82,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Our Life: Beginnings & Always,30.25,2020,0.99,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
918,Sonic Adventure DX,87,2011,0.92,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
919,Goose Goose Duck,0,2021,0.9,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
920,Atelier Ryza: Ever Darkness & the Secret Hideout,188,2019,0.81,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
921,梦魇：无归 Nightmare without return,7.5,2022,0.97,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
922,月影魅像-解放之羽-,55.5,2019,0.95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
923,Just Shapes & Beats,6.5,2018,0.94,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
924,SUCCUBUS,22,2021,0.77,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
925,The Last Stand: Aftermath,22,2021,0.76,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
926,Neighbours from Hell Compilation,21,2004,0.97,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
927,暖雪 Warm Snow,17,2022,0.84,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
928,KurtzPel,0,2019,0.48,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
929,Clone Drone in the Danger Zone,18.5,2021,0.95,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
930,Model Builder,35.5,2022,0.69,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
931,Heroes® of Might & Magic® III - HD Edition,19.9,2015,0.83,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
932,Ashes of the Singularity: Escalation,10,2016,0.83,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
933,Divinity: Original Sin - Enhanced Edition,5.25,2015,0.9,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
934,Holdfast: Nations At War,62.5,2020,0.89,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
935,Incremental Epic Hero 2,33.25,2022,0.72,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
936,MotoGP™20,5.25,2020,0.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,SpaceEngine,65,2019,0.89,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
938,BattleBlock Theater®,79,2014,0.96,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
939,Into the Breach,6.5,2018,0.95,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
